Latitude,Longitude,updated_type,updated_subtype,Alert_Count
-87.63,41.88,HAZARD,ON ROAD,267
-87.63,41.88,HAZARD,ON ROAD CAR STOPPED,63
-87.63,41.88,HAZARD,ON ROAD CONSTRUCTION,180
-87.63,41.88,HAZARD,ON ROAD EMERGENCY VEHICLE,52
-87.63,41.88,HAZARD,ON ROAD OBJECT,61
-87.63,41.88,HAZARD,ON ROAD POT HOLE,53
-87.63,41.88,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,59
-87.63,41.88,HAZARD,ON SHOULDER CAR STOPPED,242
-87.63,41.88,HAZARD,UNCLASSIFIED,24
-87.63,41.88,HAZARD,WEATHER,19
-87.63,41.88,HAZARD,WEATHER FLOOD,5
-87.63,41.88,HAZARD,WEATHER FOG,2
-87.63,41.88,HAZARD,WEATHER HEAVY SNOW,1
-87.63,41.88,JAM,HEAVY TRAFFIC,400
-87.63,41.88,JAM,LIGHT TRAFFIC,1
-87.63,41.88,JAM,MODERATE TRAFFIC,23
-87.63,41.88,JAM,STAND STILL TRAFFIC,591
-87.63,41.88,JAM,UNCLASSIFIED,274
-87.63,41.88,ROAD_CLOSED,EVENT,61
-87.63,41.88,ROAD_CLOSED,UNCLASSIFIED,119
-87.63,41.89,ACCIDENT,MAJOR,8
-87.63,41.89,ACCIDENT,MINOR,4
-87.63,41.89,ACCIDENT,UNCLASSIFIED,134
-87.63,41.89,HAZARD,ON ROAD,359
-87.63,41.89,HAZARD,ON ROAD CAR STOPPED,31
-87.63,41.89,HAZARD,ON ROAD CONSTRUCTION,189
-87.63,41.89,HAZARD,ON ROAD EMERGENCY VEHICLE,36
-87.63,41.89,HAZARD,ON ROAD ICE,1
-87.63,41.89,HAZARD,ON ROAD LANE CLOSED,4
-87.63,41.89,HAZARD,ON ROAD OBJECT,53
-87.63,41.89,HAZARD,ON ROAD POT HOLE,76
-87.63,41.89,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,30
-87.63,41.89,HAZARD,ON SHOULDER CAR STOPPED,110
-87.63,41.89,HAZARD,UNCLASSIFIED,4
-87.63,41.89,HAZARD,WEATHER,23
-87.63,41.89,HAZARD,WEATHER FLOOD,4
-87.63,41.89,HAZARD,WEATHER FOG,1
-87.63,41.89,JAM,HEAVY TRAFFIC,596
-87.63,41.89,JAM,MODERATE TRAFFIC,32
-87.63,41.89,JAM,STAND STILL TRAFFIC,808
-87.63,41.89,JAM,UNCLASSIFIED,365
-87.63,41.89,ROAD_CLOSED,EVENT,39
-87.63,41.89,ROAD_CLOSED,UNCLASSIFIED,133
-87.63,41.9,ACCIDENT,MAJOR,2
-87.63,41.9,ACCIDENT,MINOR,8
-87.63,41.9,ACCIDENT,UNCLASSIFIED,62
-87.63,41.9,HAZARD,ON ROAD,182
-87.63,41.9,HAZARD,ON ROAD CAR STOPPED,4
-87.63,41.9,HAZARD,ON ROAD CONSTRUCTION,171
-87.63,41.9,HAZARD,ON ROAD EMERGENCY VEHICLE,8
-87.63,41.9,HAZARD,ON ROAD LANE CLOSED,13
-87.63,41.9,HAZARD,ON ROAD OBJECT,21
-87.63,41.9,HAZARD,ON ROAD POT HOLE,40
-87.63,41.9,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,15
-87.63,41.9,HAZARD,ON SHOULDER CAR STOPPED,42
-87.63,41.9,HAZARD,UNCLASSIFIED,1
-87.63,41.9,HAZARD,WEATHER,11
-87.63,41.9,HAZARD,WEATHER FLOOD,2
-87.63,41.9,HAZARD,WEATHER FOG,1
-87.63,41.9,JAM,HEAVY TRAFFIC,497
-87.63,41.9,JAM,MODERATE TRAFFIC,19
-87.63,41.9,JAM,STAND STILL TRAFFIC,437
-87.63,41.9,JAM,UNCLASSIFIED,261
-87.63,41.9,ROAD_CLOSED,EVENT,22
-87.63,41.9,ROAD_CLOSED,UNCLASSIFIED,384
-87.63,41.910000000000004,ACCIDENT,MAJOR,15
-87.63,41.910000000000004,ACCIDENT,MINOR,23
-87.63,41.910000000000004,ACCIDENT,UNCLASSIFIED,190
-87.63,41.910000000000004,HAZARD,ON ROAD,268
-87.63,41.910000000000004,HAZARD,ON ROAD CAR STOPPED,63
-87.63,41.910000000000004,HAZARD,ON ROAD CONSTRUCTION,55
-87.63,41.910000000000004,HAZARD,ON ROAD EMERGENCY VEHICLE,2
-87.63,41.910000000000004,HAZARD,ON ROAD ICE,1
-87.63,41.910000000000004,HAZARD,ON ROAD OBJECT,147
-87.63,41.910000000000004,HAZARD,ON ROAD POT HOLE,295
-87.63,41.910000000000004,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,31
-87.63,41.910000000000004,HAZARD,ON SHOULDER,1
-87.63,41.910000000000004,HAZARD,ON SHOULDER CAR STOPPED,635
-87.63,41.910000000000004,HAZARD,UNCLASSIFIED,9
-87.63,41.910000000000004,HAZARD,WEATHER,20
-87.63,41.910000000000004,HAZARD,WEATHER FLOOD,77
-87.63,41.910000000000004,HAZARD,WEATHER FOG,19
-87.63,41.910000000000004,HAZARD,WEATHER HEAVY SNOW,1
-87.63,41.910000000000004,JAM,HEAVY TRAFFIC,927
-87.63,41.910000000000004,JAM,MODERATE TRAFFIC,23
-87.63,41.910000000000004,JAM,STAND STILL TRAFFIC,785
-87.63,41.910000000000004,JAM,UNCLASSIFIED,290
-87.63,41.910000000000004,ROAD_CLOSED,EVENT,48
-87.63,41.910000000000004,ROAD_CLOSED,UNCLASSIFIED,78
-87.63,41.92,ACCIDENT,MAJOR,9
-87.63,41.92,ACCIDENT,MINOR,15
-87.63,41.92,ACCIDENT,UNCLASSIFIED,92
-87.63,41.92,HAZARD,ON ROAD,109
-87.63,41.92,HAZARD,ON ROAD CAR STOPPED,27
-87.63,41.92,HAZARD,ON ROAD CONSTRUCTION,101
-87.63,41.92,HAZARD,ON ROAD EMERGENCY VEHICLE,3
-87.63,41.92,HAZARD,ON ROAD ICE,2
-87.63,41.92,HAZARD,ON ROAD OBJECT,75
-87.63,41.92,HAZARD,ON ROAD POT HOLE,77
-87.63,41.92,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,6
-87.63,41.92,HAZARD,ON SHOULDER ANIMALS,1
-87.63,41.92,HAZARD,ON SHOULDER CAR STOPPED,794
-87.63,41.92,HAZARD,ON SHOULDER MISSING SIGN,1
-87.63,41.92,HAZARD,UNCLASSIFIED,5
-87.63,41.92,HAZARD,WEATHER,5
-87.63,41.92,HAZARD,WEATHER FLOOD,18
-87.63,41.92,HAZARD,WEATHER FOG,10
-87.63,41.92,JAM,HEAVY TRAFFIC,371
-87.63,41.92,JAM,MODERATE TRAFFIC,11
-87.63,41.92,JAM,STAND STILL TRAFFIC,208
-87.63,41.92,JAM,UNCLASSIFIED,141
-87.63,41.92,ROAD_CLOSED,EVENT,71
-87.63,41.92,ROAD_CLOSED,UNCLASSIFIED,24
-87.63,41.93,ACCIDENT,MAJOR,7
-87.63,41.93,ACCIDENT,MINOR,13
-87.63,41.93,ACCIDENT,UNCLASSIFIED,104
-87.63,41.93,HAZARD,ON ROAD,137
-87.63,41.93,HAZARD,ON ROAD CAR STOPPED,28
-87.63,41.93,HAZARD,ON ROAD CONSTRUCTION,100
-87.63,41.93,HAZARD,ON ROAD EMERGENCY VEHICLE,6
-87.63,41.93,HAZARD,ON ROAD OBJECT,95
-87.63,41.93,HAZARD,ON ROAD POT HOLE,67
-87.63,41.93,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,5
-87.63,41.93,HAZARD,ON SHOULDER CAR STOPPED,860
-87.63,41.93,HAZARD,UNCLASSIFIED,11
-87.63,41.93,HAZARD,WEATHER,5
-87.63,41.93,HAZARD,WEATHER FLOOD,30
-87.63,41.93,HAZARD,WEATHER FOG,6
-87.63,41.93,HAZARD,WEATHER HEAVY SNOW,1
-87.63,41.93,JAM,HEAVY TRAFFIC,492
-87.63,41.93,JAM,MODERATE TRAFFIC,12
-87.63,41.93,JAM,STAND STILL TRAFFIC,381
-87.63,41.93,JAM,UNCLASSIFIED,168
-87.63,41.93,ROAD_CLOSED,CONSTRUCTION,1
-87.63,41.93,ROAD_CLOSED,EVENT,49
-87.63,41.93,ROAD_CLOSED,UNCLASSIFIED,40
-87.63,41.94,ACCIDENT,MAJOR,4
-87.63,41.94,ACCIDENT,MINOR,3
-87.63,41.94,ACCIDENT,UNCLASSIFIED,27
-87.63,41.94,HAZARD,ON ROAD,35
-87.63,41.94,HAZARD,ON ROAD CAR STOPPED,11
-87.63,41.94,HAZARD,ON ROAD CONSTRUCTION,26
-87.63,41.94,HAZARD,ON ROAD OBJECT,23
-87.63,41.94,HAZARD,ON ROAD POT HOLE,40
-87.63,41.94,HAZARD,ON ROAD ROAD KILL,1
-87.63,41.94,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,1
-87.63,41.94,HAZARD,ON SHOULDER CAR STOPPED,281
-87.63,41.94,HAZARD,UNCLASSIFIED,2
-87.63,41.94,HAZARD,WEATHER,1
-87.63,41.94,HAZARD,WEATHER FLOOD,12
-87.63,41.94,HAZARD,WEATHER FOG,1
-87.63,41.94,JAM,HEAVY TRAFFIC,160
-87.63,41.94,JAM,MODERATE TRAFFIC,5
-87.63,41.94,JAM,STAND STILL TRAFFIC,83
-87.63,41.94,JAM,UNCLASSIFIED,57
-87.63,41.94,ROAD_CLOSED,EVENT,1
-87.63,41.96,HAZARD,ON ROAD,1
-87.63,41.96,JAM,HEAVY TRAFFIC,1
-87.63,41.96,JAM,STAND STILL TRAFFIC,2
-87.62,41.65,HAZARD,ON ROAD,2
-87.62,41.65,HAZARD,ON ROAD CONSTRUCTION,12
-87.62,41.65,HAZARD,ON ROAD OBJECT,2
-87.62,41.65,JAM,UNCLASSIFIED,1
-87.62,41.65,ROAD_CLOSED,UNCLASSIFIED,1
-87.62,41.660000000000004,ACCIDENT,MINOR,1
-87.62,41.660000000000004,ACCIDENT,UNCLASSIFIED,8
-87.62,41.660000000000004,HAZARD,ON ROAD,9
-87.62,41.660000000000004,HAZARD,ON ROAD CAR STOPPED,3
-87.62,41.660000000000004,HAZARD,ON ROAD CONSTRUCTION,15
-87.62,41.660000000000004,HAZARD,ON ROAD OBJECT,10
-87.62,41.660000000000004,HAZARD,ON ROAD POT HOLE,13
-87.62,41.660000000000004,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,1
-87.62,41.660000000000004,HAZARD,ON SHOULDER CAR STOPPED,19
-87.62,41.660000000000004,HAZARD,WEATHER FLOOD,5
-87.62,41.660000000000004,JAM,HEAVY TRAFFIC,17
-87.62,41.660000000000004,JAM,STAND STILL TRAFFIC,15
-87.62,41.660000000000004,JAM,UNCLASSIFIED,7
-87.62,41.67,HAZARD,ON ROAD,1
-87.62,41.67,HAZARD,ON ROAD CONSTRUCTION,4
-87.62,41.67,HAZARD,ON ROAD POT HOLE,3
-87.62,41.67,JAM,HEAVY TRAFFIC,1
-87.62,41.67,JAM,UNCLASSIFIED,2
-87.62,41.68,ACCIDENT,UNCLASSIFIED,2
-87.62,41.68,HAZARD,ON ROAD,8
-87.62,41.68,HAZARD,ON ROAD CONSTRUCTION,1
-87.62,41.68,HAZARD,ON ROAD OBJECT,2
-87.62,41.68,HAZARD,ON ROAD POT HOLE,4
-87.62,41.68,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,2
-87.62,41.68,HAZARD,ON SHOULDER CAR STOPPED,1
-87.62,41.68,HAZARD,WEATHER,1
-87.62,41.68,HAZARD,WEATHER FLOOD,1
-87.62,41.68,JAM,UNCLASSIFIED,7
-87.62,41.69,ACCIDENT,UNCLASSIFIED,4
-87.62,41.69,HAZARD,ON ROAD,6
-87.62,41.69,HAZARD,ON ROAD CONSTRUCTION,9
-87.62,41.69,HAZARD,ON ROAD OBJECT,2
-87.62,41.69,HAZARD,ON ROAD POT HOLE,3
-87.62,41.69,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,9
-87.62,41.69,HAZARD,WEATHER,2
-87.62,41.69,HAZARD,WEATHER FOG,1
-87.62,41.69,JAM,HEAVY TRAFFIC,2
-87.62,41.69,JAM,UNCLASSIFIED,4
-87.62,41.7,ACCIDENT,MAJOR,1
-87.62,41.7,ACCIDENT,UNCLASSIFIED,4
-87.62,41.7,HAZARD,ON ROAD,7
-87.62,41.7,HAZARD,ON ROAD CAR STOPPED,1
-87.62,41.7,HAZARD,ON ROAD CONSTRUCTION,3
-87.62,41.7,HAZARD,ON ROAD OBJECT,2
-87.62,41.7,HAZARD,ON ROAD POT HOLE,4
-87.62,41.7,HAZARD,ON SHOULDER CAR STOPPED,2
-87.62,41.7,HAZARD,WEATHER,2
-87.62,41.7,JAM,UNCLASSIFIED,9
-87.62,41.7,ROAD_CLOSED,UNCLASSIFIED,1
-87.62,41.71,ACCIDENT,MAJOR,19
-87.62,41.71,ACCIDENT,MINOR,5
-87.62,41.71,ACCIDENT,UNCLASSIFIED,48
-87.62,41.71,HAZARD,ON ROAD,78
-87.62,41.71,HAZARD,ON ROAD CAR STOPPED,7
-87.62,41.71,HAZARD,ON ROAD CONSTRUCTION,38
-87.62,41.71,HAZARD,ON ROAD EMERGENCY VEHICLE,11
-87.62,41.71,HAZARD,ON ROAD ICE,1
-87.62,41.71,HAZARD,ON ROAD OBJECT,36
-87.62,41.71,HAZARD,ON ROAD POT HOLE,15
-87.62,41.71,HAZARD,ON ROAD ROAD KILL,1
-87.62,41.71,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,9
-87.62,41.71,HAZARD,ON SHOULDER,1
-87.62,41.71,HAZARD,ON SHOULDER CAR STOPPED,893
-87.62,41.71,HAZARD,UNCLASSIFIED,6
-87.62,41.71,HAZARD,WEATHER,2
-87.62,41.71,HAZARD,WEATHER FLOOD,2
-87.62,41.71,JAM,HEAVY TRAFFIC,412
-87.62,41.71,JAM,MODERATE TRAFFIC,12
-87.62,41.71,JAM,STAND STILL TRAFFIC,114
-87.62,41.71,JAM,UNCLASSIFIED,199
-87.62,41.72,ACCIDENT,MAJOR,50
-87.62,41.72,ACCIDENT,MINOR,10
-87.62,41.72,ACCIDENT,UNCLASSIFIED,115
-87.62,41.72,HAZARD,ON ROAD,188
-87.62,41.72,HAZARD,ON ROAD CAR STOPPED,30
-87.62,41.72,HAZARD,ON ROAD CONSTRUCTION,75
-87.62,41.72,HAZARD,ON ROAD EMERGENCY VEHICLE,25
-87.62,41.72,HAZARD,ON ROAD ICE,1
-87.62,41.72,HAZARD,ON ROAD OBJECT,88
-87.62,41.72,HAZARD,ON ROAD POT HOLE,52
-87.62,41.72,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,7
-87.62,41.72,HAZARD,ON SHOULDER,1
-87.62,41.72,HAZARD,ON SHOULDER ANIMALS,1
-87.62,41.72,HAZARD,ON SHOULDER CAR STOPPED,2219
-87.62,41.72,HAZARD,UNCLASSIFIED,8
-87.62,41.72,HAZARD,WEATHER,4
-87.62,41.72,HAZARD,WEATHER FLOOD,2
-87.62,41.72,HAZARD,WEATHER FOG,6
-87.62,41.72,JAM,HEAVY TRAFFIC,852
-87.62,41.72,JAM,MODERATE TRAFFIC,35
-87.62,41.72,JAM,STAND STILL TRAFFIC,459
-87.62,41.72,JAM,UNCLASSIFIED,260
-87.62,41.72,ROAD_CLOSED,EVENT,1
-87.62,41.730000000000004,ACCIDENT,MAJOR,77
-87.62,41.730000000000004,ACCIDENT,MINOR,20
-87.62,41.730000000000004,ACCIDENT,UNCLASSIFIED,158
-87.62,41.730000000000004,HAZARD,ON ROAD,200
-87.62,41.730000000000004,HAZARD,ON ROAD CAR STOPPED,41
-87.62,41.730000000000004,HAZARD,ON ROAD CONSTRUCTION,79
-87.62,41.730000000000004,HAZARD,ON ROAD EMERGENCY VEHICLE,52
-87.62,41.730000000000004,HAZARD,ON ROAD LANE CLOSED,2
-87.62,41.730000000000004,HAZARD,ON ROAD OBJECT,118
-87.62,41.730000000000004,HAZARD,ON ROAD POT HOLE,7
-87.62,41.730000000000004,HAZARD,ON ROAD ROAD KILL,1
-87.62,41.730000000000004,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,3
-87.62,41.730000000000004,HAZARD,ON SHOULDER,2
-87.62,41.730000000000004,HAZARD,ON SHOULDER ANIMALS,1
-87.62,41.730000000000004,HAZARD,ON SHOULDER CAR STOPPED,2168
-87.62,41.730000000000004,HAZARD,UNCLASSIFIED,13
-87.62,41.730000000000004,HAZARD,WEATHER,4
-87.62,41.730000000000004,HAZARD,WEATHER FLOOD,9
-87.62,41.730000000000004,HAZARD,WEATHER FOG,1
-87.62,41.730000000000004,JAM,HEAVY TRAFFIC,775
-87.62,41.730000000000004,JAM,MODERATE TRAFFIC,26
-87.62,41.730000000000004,JAM,STAND STILL TRAFFIC,463
-87.62,41.730000000000004,JAM,UNCLASSIFIED,252
-87.62,41.730000000000004,ROAD_CLOSED,EVENT,4
-87.62,41.730000000000004,ROAD_CLOSED,UNCLASSIFIED,1
-87.62,41.74,ACCIDENT,MAJOR,49
-87.62,41.74,ACCIDENT,MINOR,5
-87.62,41.74,ACCIDENT,UNCLASSIFIED,71
-87.62,41.74,HAZARD,ON ROAD,98
-87.62,41.74,HAZARD,ON ROAD CAR STOPPED,13
-87.62,41.74,HAZARD,ON ROAD CONSTRUCTION,50
-87.62,41.74,HAZARD,ON ROAD EMERGENCY VEHICLE,30
-87.62,41.74,HAZARD,ON ROAD ICE,1
-87.62,41.74,HAZARD,ON ROAD LANE CLOSED,1
-87.62,41.74,HAZARD,ON ROAD OBJECT,56
-87.62,41.74,HAZARD,ON ROAD POT HOLE,19
-87.62,41.74,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,9
-87.62,41.74,HAZARD,ON SHOULDER ANIMALS,1
-87.62,41.74,HAZARD,ON SHOULDER CAR STOPPED,960
-87.62,41.74,HAZARD,ON SHOULDER MISSING SIGN,1
-87.62,41.74,HAZARD,UNCLASSIFIED,7
-87.62,41.74,HAZARD,WEATHER,8
-87.62,41.74,HAZARD,WEATHER FLOOD,3
-87.62,41.74,HAZARD,WEATHER FOG,1
-87.62,41.74,JAM,HEAVY TRAFFIC,325
-87.62,41.74,JAM,MODERATE TRAFFIC,12
-87.62,41.74,JAM,STAND STILL TRAFFIC,209
-87.62,41.74,JAM,UNCLASSIFIED,124
-87.62,41.74,ROAD_CLOSED,EVENT,6
-87.62,41.75,ACCIDENT,MAJOR,48
-87.62,41.75,ACCIDENT,MINOR,5
-87.62,41.75,ACCIDENT,UNCLASSIFIED,36
-87.62,41.75,HAZARD,ON ROAD,74
-87.62,41.75,HAZARD,ON ROAD CAR STOPPED,13
-87.62,41.75,HAZARD,ON ROAD CONSTRUCTION,23
-87.62,41.75,HAZARD,ON ROAD EMERGENCY VEHICLE,36
-87.62,41.75,HAZARD,ON ROAD OBJECT,34
-87.62,41.75,HAZARD,ON ROAD POT HOLE,12
-87.62,41.75,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,6
-87.62,41.75,HAZARD,ON SHOULDER CAR STOPPED,598
-87.62,41.75,HAZARD,UNCLASSIFIED,10
-87.62,41.75,HAZARD,WEATHER,4
-87.62,41.75,HAZARD,WEATHER FOG,2
-87.62,41.75,JAM,HEAVY TRAFFIC,228
-87.62,41.75,JAM,MODERATE TRAFFIC,13
-87.62,41.75,JAM,STAND STILL TRAFFIC,93
-87.62,41.75,JAM,UNCLASSIFIED,80
-87.62,41.75,ROAD_CLOSED,EVENT,5
-87.62,41.76,ACCIDENT,MAJOR,9
-87.62,41.76,ACCIDENT,UNCLASSIFIED,14
-87.62,41.76,HAZARD,ON ROAD,26
-87.62,41.76,HAZARD,ON ROAD CAR STOPPED,2
-87.62,41.76,HAZARD,ON ROAD CONSTRUCTION,18
-87.62,41.76,HAZARD,ON ROAD EMERGENCY VEHICLE,9
-87.62,41.76,HAZARD,ON ROAD OBJECT,4
-87.62,41.76,HAZARD,ON ROAD POT HOLE,53
-87.62,41.76,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,11
-87.62,41.76,HAZARD,ON SHOULDER CAR STOPPED,26
-87.62,41.76,HAZARD,UNCLASSIFIED,3
-87.62,41.76,HAZARD,WEATHER,1
-87.62,41.76,HAZARD,WEATHER FLOOD,2
-87.62,41.76,HAZARD,WEATHER FOG,1
-87.62,41.76,HAZARD,WEATHER HEAVY SNOW,1
-87.62,41.76,JAM,HEAVY TRAFFIC,27
-87.62,41.76,JAM,STAND STILL TRAFFIC,18
-87.62,41.76,JAM,UNCLASSIFIED,23
-87.62,41.76,ROAD_CLOSED,UNCLASSIFIED,5
-87.62,41.77,ACCIDENT,MAJOR,7
-87.62,41.77,ACCIDENT,MINOR,6
-87.62,41.77,ACCIDENT,UNCLASSIFIED,25
-87.62,41.77,HAZARD,ON ROAD,48
-87.62,41.77,HAZARD,ON ROAD CAR STOPPED,6
-87.62,41.77,HAZARD,ON ROAD CONSTRUCTION,62
-87.62,41.77,HAZARD,ON ROAD EMERGENCY VEHICLE,16
-87.62,41.77,HAZARD,ON ROAD OBJECT,35
-87.62,41.77,HAZARD,ON ROAD POT HOLE,14
-87.62,41.77,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,6
-87.62,41.77,HAZARD,ON SHOULDER CAR STOPPED,234
-87.62,41.77,HAZARD,UNCLASSIFIED,1
-87.62,41.77,HAZARD,WEATHER,3
-87.62,41.77,HAZARD,WEATHER FLOOD,2
-87.62,41.77,HAZARD,WEATHER FOG,2
-87.62,41.77,HAZARD,WEATHER HEAVY SNOW,1
-87.62,41.77,JAM,HEAVY TRAFFIC,77
-87.62,41.77,JAM,STAND STILL TRAFFIC,37
-87.62,41.77,JAM,UNCLASSIFIED,45
-87.62,41.77,ROAD_CLOSED,UNCLASSIFIED,4
-87.62,41.78,ACCIDENT,MINOR,1
-87.62,41.78,ACCIDENT,UNCLASSIFIED,16
-87.62,41.78,HAZARD,ON ROAD,20
-87.62,41.78,HAZARD,ON ROAD CAR STOPPED,3
-87.62,41.78,HAZARD,ON ROAD CONSTRUCTION,31
-87.62,41.78,HAZARD,ON ROAD EMERGENCY VEHICLE,1
-87.62,41.78,HAZARD,ON ROAD LANE CLOSED,1
-87.62,41.78,HAZARD,ON ROAD OBJECT,6
-87.62,41.78,HAZARD,ON ROAD POT HOLE,41
-87.62,41.78,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,10
-87.62,41.78,HAZARD,ON SHOULDER CAR STOPPED,35
-87.62,41.78,HAZARD,UNCLASSIFIED,1
-87.62,41.78,HAZARD,WEATHER FLOOD,1
-87.62,41.78,JAM,HEAVY TRAFFIC,36
-87.62,41.78,JAM,STAND STILL TRAFFIC,29
-87.62,41.78,JAM,UNCLASSIFIED,27
-87.62,41.78,ROAD_CLOSED,EVENT,1
-87.62,41.78,ROAD_CLOSED,UNCLASSIFIED,1
-87.62,41.79,ACCIDENT,MAJOR,1
-87.62,41.79,ACCIDENT,UNCLASSIFIED,20
-87.62,41.79,HAZARD,ON ROAD,20
-87.62,41.79,HAZARD,ON ROAD CAR STOPPED,8
-87.62,41.79,HAZARD,ON ROAD CONSTRUCTION,6
-87.62,41.79,HAZARD,ON ROAD OBJECT,10
-87.62,41.79,HAZARD,ON ROAD POT HOLE,76
-87.62,41.79,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,3
-87.62,41.79,HAZARD,ON SHOULDER CAR STOPPED,10
-87.62,41.79,HAZARD,WEATHER,3
-87.62,41.79,HAZARD,WEATHER FOG,3
-87.62,41.79,JAM,HEAVY TRAFFIC,16
-87.62,41.79,JAM,STAND STILL TRAFFIC,12
-87.62,41.79,JAM,UNCLASSIFIED,16
-87.62,41.79,ROAD_CLOSED,EVENT,10
-87.62,41.79,ROAD_CLOSED,UNCLASSIFIED,4
-87.62,41.800000000000004,ACCIDENT,MINOR,2
-87.62,41.800000000000004,ACCIDENT,UNCLASSIFIED,5
-87.62,41.800000000000004,HAZARD,ON ROAD,15
-87.62,41.800000000000004,HAZARD,ON ROAD CAR STOPPED,1
-87.62,41.800000000000004,HAZARD,ON ROAD CONSTRUCTION,2
-87.62,41.800000000000004,HAZARD,ON ROAD EMERGENCY VEHICLE,1
-87.62,41.800000000000004,HAZARD,ON ROAD OBJECT,2
-87.62,41.800000000000004,HAZARD,ON ROAD POT HOLE,3
-87.62,41.800000000000004,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,8
-87.62,41.800000000000004,HAZARD,ON SHOULDER CAR STOPPED,5
-87.62,41.800000000000004,HAZARD,WEATHER FOG,1
-87.62,41.800000000000004,JAM,HEAVY TRAFFIC,1
-87.62,41.800000000000004,JAM,STAND STILL TRAFFIC,1
-87.62,41.800000000000004,JAM,UNCLASSIFIED,10
-87.62,41.800000000000004,ROAD_CLOSED,UNCLASSIFIED,4
-87.62,41.81,ACCIDENT,UNCLASSIFIED,13
-87.62,41.81,HAZARD,ON ROAD,21
-87.62,41.81,HAZARD,ON ROAD CONSTRUCTION,19
-87.62,41.81,HAZARD,ON ROAD OBJECT,2
-87.62,41.81,HAZARD,ON ROAD POT HOLE,2
-87.62,41.81,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,3
-87.62,41.81,HAZARD,ON SHOULDER CAR STOPPED,8
-87.62,41.81,JAM,HEAVY TRAFFIC,5
-87.62,41.81,JAM,MODERATE TRAFFIC,1
-87.62,41.81,JAM,STAND STILL TRAFFIC,3
-87.62,41.81,JAM,UNCLASSIFIED,20
-87.62,41.81,ROAD_CLOSED,UNCLASSIFIED,11
-87.62,41.82,ACCIDENT,MAJOR,2
-87.62,41.82,ACCIDENT,MINOR,1
-87.62,41.82,ACCIDENT,UNCLASSIFIED,5
-87.62,41.82,HAZARD,ON ROAD,18
-87.62,41.82,HAZARD,ON ROAD CONSTRUCTION,4
-87.62,41.82,HAZARD,ON ROAD OBJECT,4
-87.62,41.82,HAZARD,ON ROAD POT HOLE,5
-87.62,41.82,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,6
-87.62,41.82,HAZARD,ON SHOULDER CAR STOPPED,8
-87.62,41.82,HAZARD,WEATHER,3
-87.62,41.82,HAZARD,WEATHER FLOOD,1
-87.62,41.82,JAM,HEAVY TRAFFIC,8
-87.62,41.82,JAM,STAND STILL TRAFFIC,7
-87.62,41.82,JAM,UNCLASSIFIED,28
-87.62,41.82,ROAD_CLOSED,UNCLASSIFIED,5
-87.62,41.83,ACCIDENT,UNCLASSIFIED,10
-87.62,41.83,HAZARD,ON ROAD,13
-87.62,41.83,HAZARD,ON ROAD CAR STOPPED,2
-87.62,41.83,HAZARD,ON ROAD CONSTRUCTION,5
-87.62,41.83,HAZARD,ON ROAD OBJECT,4
-87.62,41.83,HAZARD,ON ROAD POT HOLE,3
-87.62,41.83,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,10
-87.62,41.83,HAZARD,ON SHOULDER CAR STOPPED,2
-87.62,41.83,HAZARD,WEATHER,3
-87.62,41.83,JAM,HEAVY TRAFFIC,4
-87.62,41.83,JAM,STAND STILL TRAFFIC,3
-87.62,41.83,JAM,UNCLASSIFIED,9
-87.62,41.83,ROAD_CLOSED,UNCLASSIFIED,3
-87.62,41.84,ACCIDENT,MAJOR,1
-87.62,41.84,ACCIDENT,UNCLASSIFIED,12
-87.62,41.84,HAZARD,ON ROAD,19
-87.62,41.84,HAZARD,ON ROAD CAR STOPPED,1
-87.62,41.84,HAZARD,ON ROAD CONSTRUCTION,8
-87.62,41.84,HAZARD,ON ROAD EMERGENCY VEHICLE,1
-87.62,41.84,HAZARD,ON ROAD ICE,1
-87.62,41.84,HAZARD,ON ROAD OBJECT,1
-87.62,41.84,HAZARD,ON ROAD POT HOLE,7
-87.62,41.84,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,5
